window_start,window_end,action,is_drift,final_error_rate,processing_time_s
500,600,Rebuilt,True,0.6599999999999999,38.419307708740234
600,700,Updated,False,0.75,0.0060901641845703125
700,800,Updated,False,0.71,0.00991368293762207
800,900,Updated,False,0.5800000000000001,0.012490272521972656
900,1000,Updated,False,0.65,0.006278038024902344
1000,1100,Rebuilt,True,0.78,41.24899458885193
1100,1200,Updated,False,0.69,0.006159543991088867
1200,1300,Updated,False,0.63,0.008634328842163086
1300,1400,Updated,False,0.6,0.007309436798095703
1400,1500,Updated,False,0.64,0.008571863174438477
1500,1600,Updated,False,0.5900000000000001,0.0059969425201416016
1600,1700,Rebuilt,True,0.73,40.28428316116333
1700,1800,Updated,False,0.62,0.0051860809326171875
1800,1900,Updated,False,0.5800000000000001,0.006645679473876953
1900,2000,Rebuilt,True,0.8200000000000001,39.050403356552124
2000,2100,Updated,False,0.77,0.0064239501953125
2100,2200,Updated,False,0.6699999999999999,0.007046222686767578
2200,2300,Updated,False,0.64,0.006199836730957031
2300,2400,Updated,False,0.69,0.007039785385131836
2400,2500,Updated,False,0.71,0.007214784622192383
2500,2600,Updated,False,0.56,0.00634455680847168
2600,2700,Updated,False,0.62,0.0063588619232177734
2700,2800,Rebuilt,True,0.73,39.76153039932251
2800,2900,Updated,False,0.5800000000000001,0.006001949310302734
2900,3000,Updated,False,0.51,0.008711099624633789
3000,3100,Rebuilt,True,0.64,38.484920024871826
3100,3200,Updated,False,0.5700000000000001,0.005995988845825195
3200,3300,Updated,False,0.63,0.008159160614013672
3300,3400,Updated,False,0.73,0.007408618927001953
3400,3500,Rebuilt,True,0.83,13.044948101043701
3500,3600,Updated,False,0.86,0.005007743835449219
3600,3700,Updated,False,0.9299999999999999,0.00951838493347168
3700,3800,Updated,False,0.6799999999999999,0.006430149078369141
3800,3900,Updated,False,0.72,0.00830078125
3900,4000,Updated,False,0.79,0.006482124328613281
4000,4100,Updated,False,0.7,0.007054805755615234
4100,4200,Rebuilt,True,0.88,14.840484857559204
4200,4300,Updated,False,0.9299999999999999,0.006018877029418945
4300,4400,Rebuilt,True,1.0,50.54615759849548
4400,4500,Updated,False,0.53,0.007510662078857422
4500,4600,Updated,False,0.5900000000000001,0.010239362716674805
4600,4700,Updated,False,0.51,0.009709835052490234
4700,4800,Updated,False,0.56,0.006450176239013672
4800,4900,Updated,False,0.48,0.008843183517456055
4900,5000,Updated,False,0.5700000000000001,0.006357669830322266
5000,5100,Updated,False,0.52,0.03902459144592285
5100,5200,Updated,False,0.61,0.007914304733276367
5200,5300,Updated,False,0.20999999999999996,0.01338648796081543
5300,5400,Rebuilt,True,0.61,42.96855092048645
5400,5500,Updated,False,0.6799999999999999,0.0060002803802490234
5500,5600,Updated,False,0.6699999999999999,0.00800013542175293
5600,5700,Updated,False,0.69,0.00599980354309082
5700,5800,Updated,False,0.56,0.00599980354309082
5800,5900,Rebuilt,True,0.74,9.098141193389893
5900,6000,Rebuilt,True,0.92,9.337480783462524
6000,6100,Updated,False,0.95,0.006085634231567383
6100,6200,Updated,False,0.87,0.007581949234008789
6200,6300,Rebuilt,True,1.0,71.14316964149475
6300,6400,Updated,False,0.91,0.0050165653228759766
6400,6500,Updated,False,0.55,0.009250879287719727
6500,6600,Rebuilt,True,0.9,32.053128480911255
6600,6700,Updated,False,0.7,0.006109714508056641
6700,6800,Updated,False,0.5900000000000001,0.008671760559082031
6800,6900,Rebuilt,True,0.85,49.20379376411438
6900,7000,Updated,False,0.29000000000000004,0.00922846794128418
